,FullCV_01_idx,FullCV_01_flag,FullCV_02_idx,FullCV_02_flag,FullCV_03_idx,FullCV_03_flag,FullCV_04_idx,FullCV_04_flag,FullCV_05_idx,FullCV_05_flag,FullCV_06_idx,FullCV_06_flag,FullCV_07_idx,FullCV_07_flag,FullCV_08_idx,FullCV_08_flag,FullCV_09_idx,FullCV_09_flag,FullCV_10_idx,FullCV_10_flag
3009,3009,test,1521,train,522,train,2091,train,1219,train,1906,train,2260,train,3076,test,1535,train,1832,train
3010,3010,test,1966,train,2848,test,1293,train,1312,train,3891,test,2187,train,1901,train,211,train,1427,train
3011,3011,test,894,train,1077,train,916,train,1784,train,1633,train,2581,train,1373,train,2445,train,2419,train
3012,3012,test,3355,test,1157,train,2020,train,3697,test,1149,train,1382,train,848,train,1944,train,3863,test
3013,3013,test,3738,test,2736,train,2582,train,3207,test,988,train,1687,train,1295,train,1925,train,1612,train
3014,3014,test,1163,train,3617,test,3763,test,400,train,3304,test,393,train,3271,test,2531,train,2087,train
3015,3015,test,182,train,824,train,3325,test,1938,train,188,train,2109,train,1230,train,986,train,1056,train
3016,3016,test,1103,train,3618,test,1887,train,3222,test,3394,test,3458,test,976,train,1587,train,2071,train
3017,3017,test,2676,train,2803,test,1789,train,2165,train,1559,train,1753,train,1433,train,173,train,3160,test
3018,3018,test,231,train,2651,train,815,train,2455,train,2704,train,2543,train,1148,train,3546,test,626,train
3019,3019,test,1736,train,1746,train,2444,train,998,train,264,train,2856,test,2896,test,2709,train,2588,train
3020,3020,test,544,train,483,train,3825,test,2977,test,2376,train,2580,train,1916,train,220,train,1777,train
3021,3021,test,246,train,392,train,3951,test,2950,test,1278,train,854,train,2369,train,3227,test,1039,train
3022,3022,test,2079,train,786,train,3081,test,3816,test,3280,test,1781,train,158,train,3642,test,568,train
3023,3023,test,1404,train,837,train,2410,train,3870,test,829,train,695,train,3638,test,859,train,2221,train
3024,3024,test,1743,train,3668,test,2750,train,3396,test,1507,train,3698,test,793,train,1079,train,1857,train
3025,3025,test,2211,train,553,train,1537,train,1540,train,2092,train,1610,train,22,train,2742,train,551,train
3026,3026,test,851,train,3794,test,3892,test,1799,train,3253,test,447,train,2513,train,2601,train,3359,test
3027,3027,test,1630,train,2423,train,583,train,2560,train,2283,train,2173,train,2429,train,2564,train,304,train
3028,3028,test,3764,test,2465,train,346,train,2465,train,2660,train,2588,train,3739,test,2041,train,3638,test
3029,3029,test,2284,train,1966,train,1054,train,326,train,2500,train,126,train,3043,test,685,train,1173,train
3030,3030,test,3680,test,1776,train,854,train,2786,test,899,train,3326,test,3932,test,1249,train,43,train
3031,3031,test,2529,train,3067,test,3180,test,3493,test,2347,train,3053,test,1789,train,546,train,1822,train
3032,3032,test,2609,train,2216,train,739,train,138,train,1869,train,2651,train,3314,test,1023,train,278,train
3033,3033,test,2132,train,2567,train,2257,train,788,train,3279,test,867,train,1300,train,1028,train,2939,test
3034,3034,test,1034,train,1083,train,3698,test,1469,train,2990,test,1962,train,228,train,1335,train,3299,test
3035,3035,test,541,train,2261,train,3842,test,580,train,1923,train,2753,train,208,train,595,train,3527,test
3036,3036,test,1548,train,1700,train,2003,train,2604,train,1258,train,1363,train,3945,test,2512,train,96,train
3037,3037,test,1931,train,2268,train,167,train,3578,test,3723,test,1493,train,1751,train,1419,train,3812,test
3038,3038,test,1666,train,3346,test,3770,test,2928,test,1019,train,3861,test,443,train,2561,train,404,train
3039,3039,test,2080,train,3692,test,679,train,3700,test,3834,test,1742,train,2062,train,2614,train,3664,test
3040,3040,test,2094,train,2396,train,176,train,2756,train,3887,test,77,train,1801,train,1883,train,310,train
3041,3041,test,2370,train,958,train,2583,train,2178,train,3805,test,2507,train,122,train,3066,test,549,train
3042,3042,test,2785,test,3609,test,1348,train,318,train,3118,test,3298,test,536,train,1189,train,2704,train
3043,3043,test,2242,train,3560,test,3629,test,1882,train,358,train,513,train,2934,test,170,train,462,train
3044,3044,test,2595,train,1353,train,3238,test,1474,train,3801,test,1800,train,2393,train,1482,train,788,train
3045,3045,test,2628,train,1094,train,3429,test,1997,train,1684,train,1712,train,3031,test,304,train,334,train
3046,3046,test,1805,train,436,train,3897,test,1136,train,770,train,2342,train,752,train,3342,test,1761,train
3047,3047,test,1976,train,3578,test,1785,train,2330,train,2480,train,3141,test,2634,train,108,train,3796,test
3048,3048,test,205,train,3423,test,597,train,1177,train,710,train,2745,train,3835,test,559,train,2845,test
3049,3049,test,3143,test,771,train,2761,train,3907,test,3721,test,3601,test,1666,train,1724,train,1522,train
3050,3050,test,2643,train,2095,train,1600,train,3351,test,77,train,2164,train,2842,test,2092,train,2490,train
3051,3051,test,3935,test,1532,train,2944,test,481,train,1498,train,3212,test,3079,test,3935,test,1887,train
3052,3052,test,2226,train,1250,train,2681,train,1206,train,3492,test,1049,train,1446,train,2495,train,3434,test
3053,3053,test,2144,train,3043,test,1729,train,488,train,884,train,3590,test,2914,test,3107,test,190,train
3054,3054,test,495,train,3806,test,3062,test,3202,test,337,train,3278,test,415,train,2101,train,3313,test
3055,3055,test,3767,test,360,train,35,train,1676,train,481,train,121,train,2212,train,2423,train,3440,test
3056,3056,test,809,train,3626,test,1077,train,3745,test,590,train,977,train,3864,test,2534,train,3544,test
3057,3057,test,3227,test,261,train,3918,test,1889,train,3101,test,1135,train,2868,test,2008,train,1288,train
3058,3058,test,739,train,1246,train,694,train,2506,train,2683,train,1177,train,2357,train,343,train,2830,test
3059,3059,test,3903,test,3435,test,2486,train,3486,test,3359,test,2007,train,770,train,1723,train,1562,train
3060,3060,test,2974,test,3019,test,12,train,3210,test,3386,test,3722,test,869,train,2290,train,1573,train
3061,3061,test,1176,train,1763,train,1960,train,574,train,564,train,1074,train,2779,test,2687,train,2720,train
3062,3062,test,1715,train,205,train,1362,train,3676,test,2127,train,3407,test,959,train,771,train,2026,train
3063,3063,test,3555,test,2319,train,1752,train,2700,train,2406,train,1816,train,2941,test,1191,train,1471,train
3064,3064,test,214,train,1113,train,968,train,2085,train,2342,train,3910,test,3091,test,3853,test,1577,train
3065,3065,test,1252,train,3913,test,1874,train,3365,test,1873,train,1162,train,2780,test,1937,train,974,train
3066,3066,test,2199,train,3205,test,1226,train,163,train,1890,train,1716,train,2367,train,3412,test,2279,train
3067,3067,test,1385,train,1825,train,1997,train,1369,train,1647,train,1439,train,1830,train,2670,train,2276,train
3068,3068,test,1701,train,2964,test,219,train,2410,train,2297,train,2370,train,3784,test,2559,train,1923,train
3069,3069,test,3512,test,830,train,3284,test,2883,test,3810,test,2095,train,2573,train,950,train,38,train
3070,3070,test,2759,train,2468,train,333,train,2132,train,1030,train,3666,test,234,train,2553,train,3639,test
3071,3071,test,1730,train,918,train,81,train,2872,test,218,train,3120,test,495,train,572,train,2674,train
3072,3072,test,3545,test,1865,train,3394,test,391,train,1825,train,1035,train,3093,test,2853,test,2861,test
3073,3073,test,3517,test,1424,train,3881,test,1962,train,3330,test,2877,test,1567,train,3280,test,2232,train
3074,3074,test,3033,test,3837,test,3799,test,697,train,3711,test,3185,test,3646,test,1990,train,2216,train
3075,3075,test,3869,test,1285,train,2929,test,1694,train,2441,train,1847,train,3353,test,1920,train,537,train
3076,3076,test,3741,test,1425,train,1625,train,1530,train,465,train,2315,train,6,train,2683,train,3224,test
3077,3077,test,3023,test,1375,train,2270,train,2833,test,3618,test,1184,train,3756,test,2664,train,1955,train
3078,3078,test,339,train,560,train,2679,train,1960,train,277,train,3532,test,2195,train,870,train,2546,train
3079,3079,test,3887,test,2127,train,1377,train,2652,train,2029,train,1157,train,2578,train,3285,test,2885,test
3080,3080,test,992,train,405,train,2021,train,2744,train,1079,train,1422,train,1225,train,3859,test,2633,train
3081,3081,test,3056,test,2052,train,520,train,3101,test,2616,train,1761,train,1071,train,2420,train,3859,test
3082,3082,test,974,train,1275,train,2680,train,428,train,3363,test,3599,test,2701,train,1053,train,1590,train
3083,3083,test,2141,train,1287,train,2550,train,1274,train,2353,train,1155,train,1853,train,3626,test,1990,train
3084,3084,test,3350,test,1430,train,2488,train,3656,test,1195,train,1355,train,405,train,801,train,2063,train
3085,3085,test,577,train,2514,train,201,train,3554,test,3726,test,714,train,1933,train,361,train,2532,train
3086,3086,test,210,train,2796,test,1893,train,2868,test,3117,test,2687,train,868,train,1008,train,5,train
3087,3087,test,1724,train,2671,train,2372,train,1204,train,283,train,3019,test,1590,train,1646,train,3221,test
3088,3088,test,1255,train,1994,train,2406,train,1160,train,2580,train,3491,test,2641,train,3510,test,3858,test
3089,3089,test,3391,test,1420,train,3935,test,557,train,3507,test,1835,train,2881,test,3556,test,601,train
3090,3090,test,824,train,380,train,1957,train,3916,test,2167,train,3476,test,964,train,3786,test,982,train
3091,3091,test,943,train,377,train,2135,train,1989,train,1054,train,2456,train,3612,test,3612,test,1871,train
3092,3092,test,3733,test,854,train,1902,train,2145,train,1523,train,1857,train,2002,train,873,train,3260,test
3093,3093,test,1139,train,1711,train,1253,train,845,train,3882,test,1603,train,826,train,1122,train,2351,train
3094,3094,test,827,train,3793,test,899,train,3258,test,1598,train,2119,train,2365,train,2165,train,1426,train
3095,3095,test,2750,train,2199,train,2106,train,1672,train,2511,train,3773,test,662,train,2872,test,3805,test
3096,3096,test,3250,test,852,train,153,train,3600,test,1441,train,40,train,2746,train,3273,test,186,train
3097,3097,test,3055,test,957,train,1270,train,3559,test,2947,test,3812,test,2245,train,1009,train,2268,train
3098,3098,test,37,train,1039,train,1497,train,560,train,906,train,807,train,3473,test,3927,test,225,train
3099,3099,test,3396,test,758,train,1231,train,4,train,2164,train,1616,train,1092,train,945,train,343,train
3100,3100,test,689,train,1488,train,2713,train,3344,test,2529,train,488,train,3819,test,1564,train,3214,test
3101,3101,test,1681,train,1473,train,1781,train,1953,train,1077,train,1189,train,2106,train,2454,train,3402,test
3102,3102,test,2460,train,3897,test,1323,train,2191,train,3827,test,3191,test,268,train,3598,test,1585,train
3103,3103,test,1589,train,2747,train,393,train,2288,train,2262,train,12,train,1967,train,2942,test,666,train
3104,3104,test,3213,test,3298,test,3350,test,1575,train,2154,train,2081,train,3793,test,1362,train,3614,test
3105,3105,test,3936,test,3295,test,3690,test,1044,train,322,train,644,train,1594,train,2779,test,1378,train
3106,3106,test,3107,test,3322,test,1638,train,3016,test,1415,train,452,train,147,train,1605,train,1744,train
3107,3107,test,3007,test,3426,test,1069,train,1783,train,2539,train,3012,test,2967,test,3207,test,2199,train
3108,3108,test,859,train,2192,train,1983,train,782,train,1669,train,943,train,367,train,1070,train,1207,train
3109,3109,test,3829,test,2425,train,2590,train,1548,train,940,train,1593,train,1992,train,519,train,2023,train
3110,3110,test,1699,train,3553,test,3535,test,1037,train,2876,test,3403,test,3141,test,1278,train,2913,test
3111,3111,test,3403,test,2902,test,1910,train,3355,test,2951,test,2434,train,747,train,3317,test,219,train
3112,3112,test,1958,train,1816,train,1252,train,2425,train,75,train,1429,train,2303,train,1118,train,2929,test
3113,3113,test,372,train,2711,train,2433,train,3477,test,3215,test,1874,train,1357,train,1558,train,1038,train
3114,3114,test,2825,test,3509,test,2068,train,3504,test,395,train,907,train,1125,train,783,train,509,train
3115,3115,test,2973,test,2631,train,1168,train,1320,train,372,train,3877,test,3538,test,2558,train,511,train
3116,3116,test,2039,train,3178,test,1798,train,2775,test,1283,train,3364,test,2956,test,3478,test,1300,train
3117,3117,test,85,train,571,train,3569,test,215,train,2212,train,384,train,2907,test,1109,train,393,train
3118,3118,test,3615,test,3489,test,851,train,1577,train,1289,train,99,train,930,train,2612,train,861,train
3119,3119,test,97,train,1109,train,3439,test,2077,train,2346,train,1909,train,56,train,560,train,2038,train
3120,3120,test,1414,train,2911,test,3524,test,1058,train,982,train,3009,test,404,train,893,train,1220,train
3121,3121,test,641,train,3478,test,1175,train,3106,test,2450,train,771,train,2015,train,779,train,3709,test
3122,3122,test,278,train,3581,test,1847,train,151,train,944,train,2473,train,3024,test,965,train,1215,train
3123,3123,test,3901,test,2985,test,2145,train,3349,test,1900,train,2472,train,2343,train,1608,train,2714,train
3124,3124,test,796,train,1286,train,1047,train,2445,train,3560,test,738,train,84,train,1699,train,3708,test
3125,3125,test,2699,train,262,train,3263,test,701,train,644,train,1936,train,513,train,1331,train,658,train
3126,3126,test,921,train,1252,train,596,train,3787,test,1644,train,1898,train,898,train,1919,train,3196,test
3127,3127,test,669,train,678,train,2804,test,3366,test,478,train,2429,train,786,train,917,train,922,train
3128,3128,test,2218,train,1911,train,2017,train,2642,train,3933,test,1878,train,3947,test,3435,test,2522,train
3129,3129,test,1248,train,906,train,3732,test,2263,train,861,train,788,train,24,train,3308,test,1547,train
3130,3130,test,527,train,3759,test,1629,train,1707,train,33,train,1271,train,3578,test,438,train,1402,train
3131,3131,test,1752,train,3259,test,412,train,1438,train,3698,test,3839,test,3438,test,3204,test,3488,test
3132,3132,test,2028,train,51,train,2243,train,2531,train,883,train,2459,train,760,train,1759,train,2348,train
3133,3133,test,3202,test,428,train,326,train,397,train,1436,train,2716,train,2761,train,2712,train,1619,train
3134,3134,test,3312,test,3558,test,1896,train,2275,train,1224,train,2671,train,3319,test,3777,test,1464,train
3135,3135,test,2059,train,1035,train,2953,test,3819,test,3017,test,360,train,1986,train,2307,train,863,train
3136,3136,test,87,train,2526,train,2747,train,447,train,266,train,3616,test,3736,test,2414,train,2278,train
3137,3137,test,2340,train,3731,test,382,train,992,train,942,train,3513,test,1532,train,3735,test,2860,test
3138,3138,test,3284,test,1657,train,3895,test,280,train,3090,test,2614,train,1908,train,3443,test,579,train
3139,3139,test,183,train,1972,train,3020,test,3910,test,3916,test,3633,test,106,train,2205,train,1665,train
3140,3140,test,3388,test,3490,test,702,train,3274,test,2561,train,1696,train,2507,train,3030,test,3122,test
3141,3141,test,1744,train,747,train,738,train,14,train,2243,train,2954,test,453,train,3752,test,1636,train
3142,3142,test,569,train,12,train,2987,test,2880,test,3831,test,2215,train,1756,train,2403,train,1234,train
3143,3143,test,2257,train,2323,train,2597,train,1022,train,3924,test,3160,test,2063,train,3403,test,2032,train
3144,3144,test,261,train,274,train,1057,train,2514,train,2066,train,176,train,2976,test,3701,test,2893,test
3145,3145,test,2649,train,3904,test,1354,train,2357,train,3010,test,265,train,1044,train,1481,train,2709,train
3146,3146,test,1159,train,3946,test,1484,train,2370,train,2034,train,3898,test,1377,train,3413,test,1102,train
3147,3147,test,315,train,2535,train,539,train,73,train,228,train,2773,test,2710,train,3321,test,2613,train
3148,3148,test,3747,test,3425,test,1426,train,2597,train,2268,train,10,train,1746,train,3934,test,2266,train
3149,3149,test,2415,train,1078,train,947,train,800,train,2193,train,3390,test,2994,test,286,train,1817,train
3150,3150,test,645,train,2776,test,1425,train,3582,test,1883,train,2193,train,1481,train,1896,train,1960,train
3151,3151,test,2915,test,3254,test,3462,test,3935,test,1786,train,1946,train,42,train,1577,train,3504,test
3152,3152,test,3881,test,3455,test,1775,train,974,train,3459,test,1683,train,2801,test,3446,test,1195,train
3153,3153,test,345,train,1597,train,699,train,1493,train,3808,test,1261,train,2045,train,2350,train,1604,train
3154,3154,test,2538,train,453,train,2830,test,190,train,971,train,2514,train,777,train,2684,train,2998,test
3155,3155,test,705,train,1168,train,2977,test,2449,train,1496,train,1546,train,1131,train,1065,train,629,train
3156,3156,test,3772,test,847,train,653,train,2720,train,2271,train,3003,test,2607,train,2001,train,2759,train
3157,3157,test,1025,train,3544,test,3288,test,2598,train,3300,test,2253,train,924,train,2630,train,1710,train
3158,3158,test,3629,test,1120,train,1495,train,679,train,1248,train,2275,train,339,train,634,train,1913,train
3159,3159,test,1836,train,578,train,467,train,1572,train,2126,train,2190,train,1770,train,98,train,940,train
3160,3160,test,2427,train,1217,train,2064,train,2409,train,2302,train,830,train,2197,train,1895,train,469,train
3161,3161,test,3502,test,124,train,2312,train,2792,test,654,train,2305,train,597,train,88,train,909,train
3162,3162,test,1000,train,2490,train,2722,train,2451,train,1807,train,1886,train,3804,test,2393,train,2095,train
3163,3163,test,1415,train,542,train,3250,test,2226,train,113,train,606,train,2265,train,3084,test,2096,train
3164,3164,test,374,train,3484,test,567,train,2255,train,374,train,279,train,3060,test,2220,train,1905,train
3165,3165,test,500,train,248,train,889,train,270,train,1676,train,405,train,2067,train,1664,train,1099,train
3166,3166,test,3425,test,706,train,678,train,1486,train,2886,test,2420,train,2174,train,1148,train,3845,test
3167,3167,test,3366,test,3764,test,3254,test,3624,test,1154,train,132,train,3152,test,3394,test,2239,train
3168,3168,test,1281,train,3421,test,3037,test,76,train,2375,train,2851,test,1020,train,2736,train,1190,train
3169,3169,test,1380,train,3091,test,91,train,3255,test,2902,test,3452,test,2980,test,3745,test,1656,train
3170,3170,test,3211,test,3142,test,2132,train,2566,train,292,train,3222,test,2252,train,3681,test,1529,train
3171,3171,test,638,train,2278,train,771,train,345,train,2911,test,1664,train,2266,train,822,train,2886,test
3172,3172,test,1302,train,646,train,2891,test,1605,train,3361,test,2264,train,3294,test,926,train,3250,test
3173,3173,test,2803,test,832,train,424,train,1423,train,2621,train,925,train,2431,train,3511,test,85,train
3174,3174,test,471,train,2153,train,1238,train,1626,train,1172,train,1301,train,1806,train,2348,train,2237,train
3175,3175,test,803,train,91,train,1289,train,3250,test,2610,train,2551,train,1825,train,954,train,3552,test
3176,3176,test,792,train,2277,train,3140,test,1585,train,2845,test,3049,test,3770,test,3700,test,3666,test
3177,3177,test,1837,train,581,train,3741,test,1490,train,1080,train,3349,test,2591,train,365,train,409,train
3178,3178,test,1500,train,1811,train,363,train,1143,train,3423,test,1924,train,1027,train,2039,train,3400,test
3179,3179,test,3300,test,210,train,3917,test,296,train,2730,train,2646,train,1327,train,3036,test,1241,train
3180,3180,test,603,train,2118,train,600,train,1581,train,443,train,33,train,1032,train,94,train,1629,train
3181,3181,test,3357,test,2768,test,2629,train,640,train,2018,train,1642,train,3410,test,1193,train,651,train
3182,3182,test,149,train,1127,train,1837,train,1829,train,852,train,1392,train,498,train,268,train,2882,test
3183,3183,test,2418,train,2477,train,2889,test,2298,train,1752,train,1381,train,2629,train,79,train,2858,test
3184,3184,test,2,train,3471,test,1105,train,3227,test,1485,train,219,train,3454,test,3888,test,3167,test
3185,3185,test,3444,test,3098,test,1726,train,3163,test,3317,test,3031,test,3182,test,3082,test,2385,train
3186,3186,test,2194,train,494,train,1272,train,3223,test,3584,test,1511,train,2623,train,1295,train,2798,test
3187,3187,test,2726,train,2605,train,1051,train,2407,train,2883,test,839,train,822,train,2010,train,1499,train
3188,3188,test,891,train,3304,test,1312,train,824,train,2293,train,427,train,2955,test,2798,test,1916,train
3189,3189,test,1111,train,1485,train,3282,test,819,train,1303,train,177,train,2398,train,63,train,1314,train
3190,3190,test,2524,train,3267,test,3008,test,1230,train,911,train,188,train,3660,test,3724,test,593,train
3191,3191,test,1873,train,2691,train,544,train,585,train,1288,train,1735,train,3748,test,1125,train,455,train
3192,3192,test,2012,train,1226,train,2191,train,906,train,1199,train,277,train,447,train,1942,train,2504,train
3193,3193,test,171,train,313,train,2978,test,3048,test,61,train,3196,test,3721,test,515,train,969,train
3194,3194,test,3147,test,1283,train,1690,train,471,train,1529,train,2084,train,98,train,831,train,2262,train
3195,3195,test,644,train,395,train,1178,train,293,train,3174,test,2029,train,1462,train,2407,train,2447,train
3196,3196,test,376,train,770,train,2174,train,1806,train,1431,train,3054,test,490,train,652,train,27,train
3197,3197,test,2479,train,2419,train,55,train,869,train,1173,train,1480,train,194,train,3079,test,1924,train
3198,3198,test,1117,train,3207,test,801,train,2644,train,359,train,3741,test,2940,test,844,train,2202,train
3199,3199,test,2567,train,3269,test,3268,test,600,train,3218,test,331,train,832,train,3825,test,3357,test
3200,3200,test,2535,train,1026,train,1880,train,1330,train,2753,train,3860,test,2294,train,378,train,3053,test
3201,3201,test,1697,train,3839,test,1064,train,1828,train,3582,test,3613,test,3446,test,726,train,3022,test
3202,3202,test,2391,train,3280,test,32,train,91,train,2160,train,152,train,2890,test,1825,train,2381,train
3203,3203,test,1446,train,1728,train,1411,train,552,train,2493,train,2031,train,3128,test,3275,test,2556,train
3204,3204,test,1671,train,3851,test,247,train,2923,test,1746,train,52,train,422,train,2484,train,3779,test
3205,3205,test,3198,test,1020,train,2734,train,1499,train,1029,train,2143,train,3245,test,3613,test,3021,test
3206,3206,test,2333,train,1293,train,111,train,641,train,3669,test,3716,test,3581,test,880,train,1446,train
3207,3207,test,3507,test,2553,train,3241,test,3411,test,104,train,988,train,3716,test,3580,test,595,train
3208,3208,test,1438,train,2700,train,2374,train,2771,test,2821,test,3687,test,2332,train,3117,test,2064,train
3209,3209,test,1337,train,280,train,3233,test,973,train,3868,test,1329,train,1761,train,955,train,3723,test
3210,3210,test,3030,test,2775,test,2851,test,1728,train,907,train,3538,test,2082,train,3834,test,2851,test
3211,3211,test,3364,test,3505,test,135,train,1692,train,1718,train,2998,test,407,train,1374,train,1918,train
3212,3212,test,2269,train,3284,test,3530,test,1726,train,912,train,3710,test,2096,train,207,train,100,train
3213,3213,test,2962,test,3100,test,1521,train,1217,train,189,train,3553,test,454,train,3820,test,1221,train
3214,3214,test,2540,train,3408,test,3491,test,3797,test,1110,train,1374,train,2213,train,749,train,1035,train
3215,3215,test,666,train,1819,train,3396,test,55,train,1264,train,2990,test,2514,train,3151,test,2170,train
3216,3216,test,529,train,3129,test,1085,train,3921,test,3283,test,2819,test,256,train,1476,train,3733,test
3217,3217,test,3877,test,3689,test,49,train,3576,test,2218,train,233,train,541,train,2739,train,1278,train
3218,3218,test,287,train,1696,train,3287,test,3191,test,3734,test,87,train,354,train,645,train,1835,train
3219,3219,test,1236,train,66,train,686,train,3015,test,1941,train,348,train,3385,test,3226,test,1843,train
3220,3220,test,3278,test,3677,test,2267,train,2466,train,2219,train,2955,test,1135,train,1248,train,2899,test
3221,3221,test,2046,train,3644,test,2628,train,2669,train,2598,train,2594,train,3389,test,3574,test,2534,train
3222,3222,test,2576,train,2380,train,1363,train,1800,train,3157,test,162,train,1338,train,35,train,2904,test
3223,3223,test,536,train,3832,test,3631,test,533,train,118,train,1711,train,2458,train,2552,train,2583,train
3224,3224,test,3683,test,2661,train,2672,train,1005,train,2982,test,3644,test,1685,train,2568,train,3361,test
3225,3225,test,2042,train,3314,test,684,train,2328,train,1571,train,1579,train,3845,test,1673,train,1287,train
3226,3226,test,2994,test,3004,test,2274,train,2534,train,1966,train,525,train,3232,test,807,train,24,train
3227,3227,test,3543,test,3574,test,2350,train,2229,train,1566,train,88,train,2039,train,2361,train,2138,train
3228,3228,test,2891,test,3784,test,3206,test,3152,test,1191,train,2723,train,1085,train,1926,train,3235,test
3229,3229,test,2776,test,1337,train,1530,train,1571,train,3175,test,520,train,734,train,54,train,1357,train
3230,3230,test,3217,test,3514,test,1191,train,1110,train,810,train,392,train,188,train,777,train,3682,test
3231,3231,test,3528,test,2808,test,660,train,2852,test,3200,test,2022,train,152,train,177,train,2794,test
3232,3232,test,2802,test,2119,train,1084,train,2160,train,667,train,651,train,1762,train,1450,train,433,train
3233,3233,test,783,train,97,train,2348,train,1843,train,2489,train,441,train,1228,train,1821,train,2780,test
3234,3234,test,2516,train,3629,test,2033,train,757,train,95,train,962,train,2647,train,3241,test,2330,train
3235,3235,test,3763,test,25,train,3043,test,3125,test,349,train,2944,test,3411,test,2941,test,3186,test
3236,3236,test,3687,test,1864,train,2154,train,210,train,655,train,2321,train,559,train,1234,train,1697,train
3237,3237,test,2120,train,1011,train,748,train,1309,train,3609,test,1691,train,839,train,2456,train,73,train
3238,3238,test,2906,test,1341,train,3520,test,182,train,1377,train,1780,train,1613,train,2537,train,3082,test
3239,3239,test,2233,train,562,train,2055,train,1665,train,347,train,2919,test,2499,train,3818,test,119,train
3240,3240,test,3358,test,3827,test,392,train,1189,train,2948,test,1997,train,2466,train,3640,test,1942,train
3241,3241,test,2163,train,254,train,1103,train,663,train,409,train,3486,test,3711,test,2920,test,389,train
3242,3242,test,2300,train,160,train,1967,train,1946,train,89,train,2027,train,3429,test,2940,test,478,train
3243,3243,test,2610,train,2045,train,1766,train,534,train,894,train,2839,test,1385,train,3565,test,1593,train
3244,3244,test,2297,train,2702,train,361,train,2115,train,1367,train,758,train,2927,test,1198,train,1042,train
3245,3245,test,3072,test,3175,test,495,train,2773,test,1567,train,341,train,746,train,1470,train,3205,test
3246,3246,test,202,train,1358,train,774,train,2493,train,2722,train,2250,train,2134,train,1264,train,1452,train
3247,3247,test,1052,train,1356,train,2848,test,2694,train,2687,train,75,train,3283,test,1378,train,2085,train
3248,3248,test,2773,test,1306,train,1135,train,3358,test,3871,test,1094,train,1374,train,447,train,2870,test
3249,3249,test,2747,train,220,train,2015,train,1004,train,1136,train,2598,train,220,train,2206,train,1023,train
3250,3250,test,1373,train,894,train,1922,train,346,train,841,train,681,train,1884,train,30,train,2706,train
3251,3251,test,2356,train,3776,test,870,train,1488,train,1250,train,1738,train,1974,train,3903,test,2541,train
3252,3252,test,855,train,2499,train,3308,test,3066,test,243,train,3554,test,986,train,3448,test,3356,test
3253,3253,test,2125,train,138,train,2729,train,3936,test,498,train,2054,train,1877,train,2383,train,1548,train
3254,3254,test,363,train,1661,train,2461,train,3657,test,2731,train,286,train,1099,train,3845,test,3881,test
3255,3255,test,1852,train,920,train,761,train,681,train,2757,train,602,train,2750,train,2936,test,2804,test
3256,3256,test,2879,test,1815,train,3257,test,572,train,3857,test,2479,train,1467,train,686,train,1153,train
3257,3257,test,3451,test,3368,test,443,train,559,train,2773,test,2624,train,1361,train,2698,train,3379,test
3258,3258,test,2212,train,2282,train,3930,test,1159,train,248,train,1028,train,3390,test,3316,test,2047,train
3259,3259,test,2642,train,3078,test,2001,train,1075,train,2682,train,480,train,2604,train,2096,train,2499,train
3260,3260,test,410,train,2166,train,2072,train,103,train,2166,train,1064,train,3256,test,294,train,3911,test
3261,3261,test,877,train,3875,test,2923,test,2860,test,1721,train,3481,test,790,train,3116,test,106,train
3262,3262,test,918,train,3409,test,793,train,1824,train,1724,train,770,train,2308,train,1606,train,2694,train
3263,3263,test,2490,train,766,train,124,train,1917,train,1405,train,3422,test,2670,train,3939,test,1218,train
3264,3264,test,95,train,1769,train,2258,train,2073,train,1026,train,3069,test,97,train,3488,test,3802,test
3265,3265,test,1026,train,2069,train,2193,train,3201,test,1246,train,3878,test,2247,train,1371,train,17,train
3266,3266,test,2888,test,275,train,1021,train,1980,train,1331,train,518,train,1641,train,3850,test,3035,test
3267,3267,test,2765,train,2098,train,3542,test,266,train,2693,train,1178,train,3938,test,2692,train,250,train
3268,3268,test,1965,train,3235,test,2119,train,3266,test,3930,test,3325,test,414,train,3127,test,209,train
3269,3269,test,3912,test,357,train,3936,test,1560,train,1707,train,2718,train,3898,test,1882,train,3806,test
3270,3270,test,3381,test,3088,test,972,train,2064,train,2632,train,1621,train,2626,train,617,train,3867,test
3271,3271,test,2585,train,3434,test,2895,test,1140,train,1526,train,11,train,1733,train,2114,train,881,train
3272,3272,test,1388,train,2290,train,1213,train,3558,test,168,train,3094,test,3579,test,1494,train,919,train
3273,3273,test,2874,test,2842,test,3737,test,3374,test,2957,test,2743,train,2490,train,1477,train,3755,test
3274,3274,test,327,train,3212,test,2667,train,3092,test,2903,test,1029,train,2933,test,3358,test,3876,test
3275,3275,test,3470,test,1983,train,1339,train,52,train,2341,train,948,train,3497,test,2971,test,1927,train
3276,3276,test,122,train,763,train,3004,test,1543,train,2420,train,1651,train,606,train,1763,train,986,train
3277,3277,test,1202,train,3510,test,1596,train,2810,test,1175,train,2324,train,1797,train,1789,train,2206,train
3278,3278,test,3855,test,291,train,2360,train,2,train,3710,test,1396,train,3183,test,2140,train,964,train
3279,3279,test,1417,train,2236,train,3821,test,3579,test,731,train,3133,test,3362,test,728,train,2492,train
